쌍,A,B,A비중,시나리오,CAGR,MDD,Calmar,Sharpe,Sortino,최악일
이평4일+RSI,이평4일,RSI,80,전체 2011~,0.9849360547010684,-0.35042309348900513,2.8107053245107307,1.5774758284998116,2.2127731226396254,-0.19083323721666268
이평4일+RSI,이평4일,RSI,85,전체 2011~,0.9907193222283435,-0.3564651882117209,2.7792877256780266,1.5700346475649767,2.19628228077042,-0.19924463543990445
이평4일+RSI,이평4일,RSI,90,전체 2011~,0.9962756455417925,-0.3626162865762881,2.747465247488804,1.5620980229728496,2.181019605211491,-0.20736790550281603
이평4일+RSI,이평4일,RSI,95,전체 2011~,1.001609154479973,-0.3688740729825847,2.7153145960661242,1.5537276724274538,2.169211090560184,-0.21524138438810192
이평4일+RSI,이평4일,RSI,5,IS 2017~2023,1.251957772078598,-0.3896983473399981,3.212633003512096,1.7869072919181228,2.6208706096302183,-0.23261992315002267
이평4일+RSI,이평4일,RSI,10,IS 2017~2023,1.250550997792537,-0.38296088056632416,3.2654797428479303,1.8020702662029287,2.648621070202993,-0.22546098539563741
이평4일+RSI,이평4일,RSI,15,IS 2017~2023,1.2491363934349722,-0.37603800385786257,3.321835507634301,1.8154071886653702,2.679484163341359,-0.21797089697654248
이평4일+RSI,이평4일,RSI,20,IS 2017~2023,1.2477254002149616,-0.3689182902221051,3.3821185701142,1.8267692810866123,2.7061520576688958,-0.21013495740245092
이평4일+RSI,이평4일,RSI,25,IS 2017~2023,1.2461761049031166,-0.3615916953132613,3.446362626839382,1.8358894035803328,2.7305984583029628,-0.20194779789267203
이평4일+RSI,이평4일,RSI,30,IS 2017~2023,1.2447769391855057,-0.35399488940702417,3.516369802034792,1.8429668719014338,2.747321902351358,-0.1932784029884661
이평4일+RSI,이평4일,RSI,35,IS 2017~2023,1.2432624371563166,-0.3461821666191852,3.5913532152681826,1.8475420546178891,2.7554161985728993,-0.18419637003375444
이평4일+RSI,이평4일,RSI,40,IS 2017~2023,1.2418659051770442,-0.33813818247768934,3.6726580124058708,1.8497478477512652,2.759325614937966,-0.1746669575050389
이평4일+RSI,이평4일,RSI,45,IS 2017~2023,1.2404003518777893,-0.3298083599306125,3.7609730454945223,1.849385098463926,2.7550845313230248,-0.16460040941451826
이평4일+RSI,이평4일,RSI,50,IS 2017~2023,1.2388216016560536,-0.32288948607666523,3.8366737074923343,1.8463208445835129,2.743407006448485,-0.1539690399541761
이평4일+RSI,이평4일,RSI,55,IS 2017~2023,1.237417941264213,-0.3163409272592499,3.9116593353414424,1.8408551644442,2.7257881373516666,-0.1427412559827822
이평4일+RSI,이평4일,RSI,60,IS 2017~2023,1.23588800142339,-0.30959645858860607,3.9919319718887563,1.8326914507045902,2.7001623917831448,-0.13142464458767977
이평4일+RSI,이평4일,RSI,65,IS 2017~2023,1.2344214780091303,-0.303355321345376,4.069226386187955,1.8220999182509663,2.6690956353581634,-0.1360941891749734
이평4일+RSI,이평4일,RSI,70,IS 2017~2023,1.2329341367504476,-0.3036926343027988,4.0598091540183425,1.8090690862722734,2.6294314655487354,-0.1477982782642664
이평4일+RSI,이평4일,RSI,75,IS 2017~2023,1.2313857153644188,-0.3043901424362234,4.045419163409412,1.7937483671413963,2.5870497037003624,-0.15966283562185546
이평4일+RSI,이평4일,RSI,80,IS 2017~2023,1.229961674673202,-0.30509530898288484,4.03140146196807,1.7763954480961623,2.540243137931739,-0.17182743119564858
이평4일+RSI,이평4일,RSI,85,IS 2017~2023,1.2284845186291449,-0.3058033265407396,4.017237263328083,1.7570744664720606,2.492145354845806,-0.1841908146223068
이평4일+RSI,이평4일,RSI,90,IS 2017~2023,1.2268332419724217,-0.30651543822429694,4.002516966452664,1.7358047848993903,2.4448376761257156,-0.19683133193601476
이평4일+RSI,이평4일,RSI,95,IS 2017~2023,1.2254373874604454,-0.3072285490927127,3.9886833143577545,1.713358476092509,2.3993274283687924,-0.20965458999749065
이평4일+RSI,이평4일,RSI,5,OOS 2024~2026,1.5717892163230642,-0.4016096429787984,3.9137237957357547,1.8645991432181694,2.5920692627882698,-0.19058281605320215
이평4일+RSI,이평4일,RSI,10,OOS 2024~2026,1.6966774760403074,-0.32983978359820143,5.143944303902215,1.985222678728055,2.771651198347969,-0.16781296268389834
이평4일+RSI,이평4일,RSI,15,OOS 2024~2026,1.7466227446077203,-0.301207290646864,5.7987399337403955,2.0430978018977073,2.864890065257437,-0.15404317191579764
이평4일+RSI,이평4일,RSI,20,OOS 2024~2026,1.7939369093523454,-0.2955760385202194,6.0692907257758915,2.0927152801712543,2.9481734729619085,-0.14564967334429813
이평4일+RSI,이평4일,RSI,25,OOS 2024~2026,1.8409127192536574,-0.29884884144913426,6.160012902599761,2.136533510977663,3.0249303981765463,-0.14470451872000234
이평4일+RSI,이평4일,RSI,30,OOS 2024~2026,1.8854725761023503,-0.3019548491961437,6.2442202240560345,2.1741416653809584,3.0905116625942073,-0.14387433756379708
이평4일+RSI,이평4일,RSI,35,OOS 2024~2026,1.930068422895792,-0.3051839965903814,6.3242779584092474,2.207680113963179,3.149246674247635,-0.14311493155631805
이평4일+RSI,이평4일,RSI,40,OOS 2024~2026,1.9732758850558962,-0.30756272321185507,6.415848658280562,2.236758131775971,3.2021946535835553,-0.1424488972161907
이평4일+RSI,이평4일,RSI,45,OOS 2024~2026,2.015952159984438,-0.31007333940783843,6.501533359283311,2.262359242973081,3.2485554280154525,-0.1417758497060303
이평4일+RSI,이평4일,RSI,50,OOS 2024~2026,2.057364958645286,-0.3124177754965579,6.585300581489971,2.2839855163921143,3.2870227374878134,-0.1412180308784602
